id;gender;nombre;nombre;Apellido1;Apellido2;handle;desc;Partido;gobierno_central;gobierno_auto
285;0;pere joan pons;pere;joan;pons;perejoanpons;Mediterrani i pare. He fet moltes voltes pel planeta. ara vull seguir canviant les coses des del @Congreso_ES A por cambios!             ;PSOE;0;0
286;1;Tania Sánchez Melero;Tania;Sánchez;Melero;Ainhat;Diplomada en Educación Social. Licenciada en Antropología. Vecina de Rivas desde los 4 años. Las instituciones, al servicio de la gente             ;Ps;0;0
287;0;antonio hurtado;antonio;hurtado;;AntonioHurtado;Economista. Diputado Socialista por Córdoba en el Congreso             ;PSOE;0;0
288;0;Juanma del Olmo;Juanma;del;Olmo;juanmalpr;Diputado en el Congreso y Secretario de Comunicación de @ahorapodemos. Consultor TIC             ;Ps;0;0
289;1;M González Veracruz;M;González;Veracruz;mariagv;Bioquímica.Murciana,mediterránea y madre feliz.Diputada del PSOE en el Congreso por la R. de Murcia.Pasión por cambiar las cosas.No todos somos iguales.Libre              ;PSOE;0;0
290;0;Jorge Luis;Jorge;Luis;;JorgeLuisBail;Comprometido con la sostenibilidad y fiel a mis principios. Diputado de Unidos Podemos en Común por el Alto Aragón en el Congreso #NoTTIP #LeyMordaza #DDAA             ;Ps;0;0
291;0;patxilopez;patxilopez;;;patxilopez;             ;PSOE;0;0
292;0;Luis Salvador;Luis;Salvador;;LuisSalvador;Diputado de Cs en el @Congreso_es por Granada. Portavoz de Cs Granada. Ciudadano, analista político y autor de @JaqueAlReyLS. Impulsor #MOVciudadano.             ;Cs;0;0
293;0;Jordi Roca;Jordi;Roca;;jordiroca;Diputado Nacional en el Congreso. #Tarragona. PP. Portavoz adjunto de #Exteriores. Vocal de #Economía e #Industria y #Cultura.             ;PP;1;0
294;0;carles campuzano;carles;campuzano;;carlescampuzano;Portaveu del @Pdemocratacat al @Congreso_Es i President de la Comissió de #Discapacitat.Crec la capacitat de la política per fer de Catalunya un país millor.             ;PDECAT;0;0
295;0;Jordi Xuclà;Jordi;Xuclà;;jordixucla;Olotí entre ciutats. Diputat al Congrés per Girona. Partit Demòcrata Català. President del grup liberal (ALDE) a l'Assemblea del Consell d'Europa.             ;PDECAT;0;0
296;0;Alberto Garzón;Alberto;Garzón;;agarzon;Economista, Coordinador Federal de @iunida Activista y defensor de los derechos humanos. Autor de 'A pie de escaño' (Península, 2015)             ;IU;0;0
297;0;Cesar Ramos;Cesar;Ramos;;CesarJRamos;Diputado del PSOE por #Cáceres, Portavoz de Fomento. Autor de #DemocraciaHacker y bloguero en el Huffington Post. Apasionado de la tecnología y la colaboración.             ;PSOE;0;0
298;0;jlayllon;jlayllon;;;jlayllon;Secretario de Estado de Relaciones con las Cortes y Diputado del PP por Madrid             ;PP;1;0
